KEY,FREQ,REF_AREA,COUNT_AREA,COUNTERPART_SECTOR,CB_ITEM,SBS_BREAKDOWN,SBS_DI_1,SBS_DI_2,CB_EXP_TYPE,DATA_TYPE,BS_SUFFIX,SBS_SAMPLE_TYPE,TIME_PERIOD,OBS_VALUE,OBS_STATUS,CONF_STATUS,PRE_BREAK_VALUE,COMMENT_OBS,TIME_FORMAT,COMPILING_ORG,COVERAGE,COVERAGE_SECTOR,DATA_COMP,DECIMALS,DISS_ORG,PUBL_ECB,PUBL_MU,PUBL_PUBLIC,TIME_PER_COLLECT,TITLE,TITLE_COMPL,UNIT_MEASURE,UNIT_MULT
SUP.Q.B01.W0.S11.E0035.EEA.SII._Z.ALL.LE.E.C,Q,B01,W0,S11,E0035,EEA,SII,_Z,ALL,LE,E,C,2023-07-01,351.7642,A,F,,,P3M,,,,,4,,,,,E,"Loans and advances (excluding cash balances at central banks and other demand deposits), SIs","Amount of exposures - loans and advances (excluding cash balances at central banks and other demand deposits), Significant institutions, EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Classification by geographical diversification - banks with largest non-domestic exposures in non-SSM EEA, World (all entities, including reference area, including IO), Non financial corporations, All exposures, Euro",EUR,9
SUP.Q.B01.W0.S11.E0035.EEA.SII._Z.ALL.LE.E.C,Q,B01,W0,S11,E0035,EEA,SII,_Z,ALL,LE,E,C,2023-10-01,388.8649,A,F,,,P3M,,,,,4,,,,,E,"Loans and advances (excluding cash balances at central banks and other demand deposits), SIs","Amount of exposures - loans and advances (excluding cash balances at central banks and other demand deposits), Significant institutions, EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Classification by geographical diversification - banks with largest non-domestic exposures in non-SSM EEA, World (all entities, including reference area, including IO), Non financial corporations, All exposures, Euro",EUR,9
SUP.Q.B01.W0.S11.E0035.EEA.SII._Z.ALL.LE.E.C,Q,B01,W0,S11,E0035,EEA,SII,_Z,ALL,LE,E,C,2024-01-01,388.5779,A,F,,,P3M,,,,,4,,,,,E,"Loans and advances (excluding cash balances at central banks and other demand deposits), SIs","Amount of exposures - loans and advances (excluding cash balances at central banks and other demand deposits), Significant institutions, EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Classification by geographical diversification - banks with largest non-domestic exposures in non-SSM EEA, World (all entities, including reference area, including IO), Non financial corporations, All exposures, Euro",EUR,9
SUP.Q.B01.W0.S11.E0035.EEA.SII._Z.ALL.LE.E.C,Q,B01,W0,S11,E0035,EEA,SII,_Z,ALL,LE,E,C,2024-04-01,391.1533,A,F,,,P3M,,,,,4,,,,,E,"Loans and advances (excluding cash balances at central banks and other demand deposits), SIs","Amount of exposures - loans and advances (excluding cash balances at central banks and other demand deposits), Significant institutions, EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Classification by geographical diversification - banks with largest non-domestic exposures in non-SSM EEA, World (all entities, including reference area, including IO), Non financial corporations, All exposures, Euro",EUR,9
SUP.Q.B01.W0.S11.E0035.EEA.SII._Z.ALL.LE.E.C,Q,B01,W0,S11,E0035,EEA,SII,_Z,ALL,LE,E,C,2024-07-01,389.6749,A,F,,,P3M,,,,,4,,,,,E,"Loans and advances (excluding cash balances at central banks and other demand deposits), SIs","Amount of exposures - loans and advances (excluding cash balances at central banks and other demand deposits), Significant institutions, EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Classification by geographical diversification - banks with largest non-domestic exposures in non-SSM EEA, World (all entities, including reference area, including IO), Non financial corporations, All exposures, Euro",EUR,9
SUP.Q.B01.W0.S11.E0035.GSIB.SII._Z.ALL.LE.E.C,Q,B01,W0,S11,E0035,GSIB,SII,_Z,ALL,LE,E,C,2020-04-01,2367.0883,A,F,,,P3M,,,,,4,,,,,E,"Loans and advances (excluding cash balances at central banks and other demand deposits), SIs","Amount of exposures - loans and advances (excluding cash balances at central banks and other demand deposits), Significant institutions, EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Classification by size/business model - G-SIBs, World (all entities, including reference area, including IO), Non financial corporations, All exposures, Euro",EUR,9
SUP.Q.B01.W0.S11.E0035.GSIB.SII._Z.ALL.LE.E.C,Q,B01,W0,S11,E0035,GSIB,SII,_Z,ALL,LE,E,C,2020-07-01,2284.6663,A,F,,,P3M,,,,,4,,,,,E,"Loans and advances (excluding cash balances at central banks and other demand deposits), SIs","Amount of exposures - loans and advances (excluding cash balances at central banks and other demand deposits), Significant institutions, EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Classification by size/business model - G-SIBs, World (all entities, including reference area, including IO), Non financial corporations, All exposures, Euro",EUR,9
SUP.Q.B01.W0.S11.E0035.GSIB.SII._Z.ALL.LE.E.C,Q,B01,W0,S11,E0035,GSIB,SII,_Z,ALL,LE,E,C,2020-10-01,2258.5302,A,F,,,P3M,,,,,4,,,,,E,"Loans and advances (excluding cash balances at central banks and other demand deposits), SIs","Amount of exposures - loans and advances (excluding cash balances at central banks and other demand deposits), Significant institutions, EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Classification by size/business model - G-SIBs, World (all entities, including reference area, including IO), Non financial corporations, All exposures, Euro",EUR,9
SUP.Q.B01.W0.S11.E0035.GSIB.SII._Z.ALL.LE.E.C,Q,B01,W0,S11,E0035,GSIB,SII,_Z,ALL,LE,E,C,2021-01-01,2314.7168,A,F,,,P3M,,,,,4,,,,,E,"Loans and advances (excluding cash balances at central banks and other demand deposits), SIs","Amount of exposures - loans and advances (excluding cash balances at central banks and other demand deposits), Significant institutions, EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Classification by size/business model - G-SIBs, World (all entities, including reference area, including IO), Non financial corporations, All exposures, Euro",EUR,9
SUP.Q.B01.W0.S11.E0035.GSIB.SII._Z.ALL.LE.E.C,Q,B01,W0,S11,E0035,GSIB,SII,_Z,ALL,LE,E,C,2021-04-01,2301.2058,A,F,,,P3M,,,,,4,,,,,E,"Loans and advances (excluding cash balances at central banks and other demand deposits), SIs","Amount of exposures - loans and advances (excluding cash balances at central banks and other demand deposits), Significant institutions, EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Classification by size/business model - G-SIBs, World (all entities, including reference area, including IO), Non financial corporations, All exposures, Euro",EUR,9
SUP.Q.B01.W0.S11.E0035.GSIB.SII._Z.ALL.LE.E.C,Q,B01,W0,S11,E0035,GSIB,SII,_Z,ALL,LE,E,C,2021-07-01,2310.7329,A,F,,,P3M,,,,,4,,,,,E,"Loans and advances (excluding cash balances at central banks and other demand deposits), SIs","Amount of exposures - loans and advances (excluding cash balances at central banks and other demand deposits), Significant institutions, EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Classification by size/business model - G-SIBs, World (all entities, including reference area, including IO), Non financial corporations, All exposures, Euro",EUR,9
SUP.Q.B01.W0.S11.E0035.GSIB.SII._Z.ALL.LE.E.C,Q,B01,W0,S11,E0035,GSIB,SII,_Z,ALL,LE,E,C,2021-10-01,2357.4804,A,F,,,P3M,,,,,4,,,,,E,"Loans and advances (excluding cash balances at central banks and other demand deposits), SIs","Amount of exposures - loans and advances (excluding cash balances at central banks and other demand deposits), Significant institutions, EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Classification by size/business model - G-SIBs, World (all entities, including reference area, including IO), Non financial corporations, All exposures, Euro",EUR,9
SUP.Q.B01.W0.S11.E0035.GSIB.SII._Z.ALL.LE.E.C,Q,B01,W0,S11,E0035,GSIB,SII,_Z,ALL,LE,E,C,2022-01-01,2409.3436,A,F,,,P3M,,,,,4,,,,,E,"Loans and advances (excluding cash balances at central banks and other demand deposits), SIs","Amount of exposures - loans and advances (excluding cash balances at central banks and other demand deposits), Significant institutions, EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Classification by size/business model - G-SIBs, World (all entities, including reference area, including IO), Non financial corporations, All exposures, Euro",EUR,9
SUP.Q.B01.W0.S11.E0035.GSIB.SII._Z.ALL.LE.E.C,Q,B01,W0,S11,E0035,GSIB,SII,_Z,ALL,LE,E,C,2022-04-01,2480.0405,A,F,,,P3M,,,,,4,,,,,E,"Loans and advances (excluding cash balances at central banks and other demand deposits), SIs","Amount of exposures - loans and advances (excluding cash balances at central banks and other demand deposits), Significant institutions, EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Classification by size/business model - G-SIBs, World (all entities, including reference area, including IO), Non financial corporations, All exposures, Euro",EUR,9
SUP.Q.B01.W0.S11.E0035.GSIB.SII._Z.ALL.LE.E.C,Q,B01,W0,S11,E0035,GSIB,SII,_Z,ALL,LE,E,C,2022-07-01,2552.6524,A,F,,,P3M,,,,,4,,,,,E,"Loans and advances (excluding cash balances at central banks and other demand deposits), SIs","Amount of exposures - loans and advances (excluding cash balances at central banks and other demand deposits), Significant institutions, EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Classification by size/business model - G-SIBs, World (all entities, including reference area, including IO), Non financial corporations, All exposures, Euro",EUR,9
SUP.Q.B01.W0.S11.E0035.GSIB.SII._Z.ALL.LE.E.C,Q,B01,W0,S11,E0035,GSIB,SII,_Z,ALL,LE,E,C,2022-10-01,2525.3891,A,F,,,P3M,,,,,4,,,,,E,"Loans and advances (excluding cash balances at central banks and other demand deposits), SIs","Amount of exposures - loans and advances (excluding cash balances at central banks and other demand deposits), Significant institutions, EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Classification by size/business model - G-SIBs, World (all entities, including reference area, including IO), Non financial corporations, All exposures, Euro",EUR,9
